#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	CONTROL E(PSI)	BORIS E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions	chr	strand	Junctions coords	Exons coords	IR coords	UCSC LSV Link
LY6E	ENSG00000160932.11	ENSG00000160932.11:t:143020883-143020991	0.2675669373063334;-1.7789295344031547e-06;3.6656302472915275e-05;-1.7789295344031547e-06;-0.15905260654382902;1.751576750331519e-05;-0.09016898469064338;1.751576750331519e-05	0.8085939755670674;4.938997697461061e-21;4.9933440138270275e-21;4.938997697461061e-21;0.2922270733344497;4.94308340315112e-21;0.00640930082066321;4.94308340315112e-21	1.0423916152390825e-05;0.2060530770966087;0.1698683359797878;0.2060530770966087;9.138280577924984e-05;0.2967026188599716;0.0002689850109138803;0.2967026188599716	0.510;0.001;0.011;0.001;0.350;0.001;0.127;0.001	0.793;0.001;0.016;0.001;0.166;0.008;0.008;0.008	t|1e1.1o1|1e2.1o1|1e3.1o1|2e4.1o1|2e5.1o1|2e6.1o1|2e7.1o1|3e8.1o1	False	True	True	8	9	1;1;1;1;1;1;1;1	chr8	+	143018586-143020883;143019119-143020883;143020377-143020883;143018247-143020888;143018586-143020888;143019119-143020888;143020377-143020888;143018586-143020917	143017982-143018247;143018483-143018586;143018833-143019119;143020262-143020377;143020883-143020991		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A143020991-143017982
LY6E	ENSG00000160932.11	ENSG00000160932.11:s:143018483-143018586	-7.3449024812011845e-06;0.0024977344484861303;0.18352147126288523;-0.20887312679761363;1.443278168758516e-05	4.94043725513988e-21;4.265460631805273e-09;0.4229617217414365;0.5467627194007885;4.945041906937892e-21	0.1243419981774101;0.05412179395800165;7.51141926296442e-05;3.9955842728311985e-05;0.22034556183345277	0.002;0.024;0.577;0.395;0.002	0.001;0.038;0.788;0.165;0.009	s|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3	False	True	True	5	4	1;1;1;1;1	chr8	+	143018586-143018833;143018586-143020262;143018586-143020883;143018586-143020888;143018586-143020917	143018483-143018586;143018833-143019119;143020262-143020377;143020883-143020991		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A143020991-143018483
SECISBP2L	ENSG00000138593.9	ENSG00000138593.9:t:49017548-49017793	-0.22994192884252712;0.22946938049405283;0.0022683764929468785	0.5863404067272128;0.5948214536724975;0.002766181709352439	2.287182446281122e-05;1.968833032017119e-05;0.000672022963916219	0.615;0.220;0.167	0.313;0.513;0.172	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr15	-	49017628-49027365;49017628-49019418;49017794-49019417	49017548-49017793;49019418-49019647;49027365-49027480	49017794-49019417	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A49027480-49017548
PRMT1	ENSG00000126457.22	ENSG00000126457.22:s:49675786-49676260	0.222310159627248;-0.15674976914816174;-0.007795406177662404	0.5847556605299521;0.35825493504595524;0.0005210378715970914	9.662812806638548e-05;0.00020412567859351416;0.002279876931020497	0.050;0.899;0.050	0.332;0.658;0.011	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	1;0;1	chr19	+	49676260-49676346;49676260-49676367;49676260-49680487	49675786-49676260;49676346-49676439;49680487-49680588		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A49680588-49675786
ZNF429	ENSG00000197013.10	ENSG00000197013.10:t:21529656-21529784	-0.02314361922936819;-0.14903706567695624;0.013819424299318157;0.20431607136187183;-0.0003142300391847747	0.008805145332993414;0.2869854017035268;4.892813374153889e-07;0.5348497513619966;4.646331308390377e-10	0.000879446281831342;0.00014033554335346476;0.00996544141736383;9.395142379963014e-06;0.052336130921100565	0.473;0.460;0.014;0.038;0.014	0.418;0.267;0.057;0.254;0.002	t|1e1.1o1|2e2.1o1|2e3.1o1|2e4.2o3|2e4.3o3	True	True	True	5	5	0;1;0;0;1	chr19	+	21527508-21529656;21505774-21529658;21506080-21529658;21529172-21529658;21529279-21529658	21505602-21505774;21505985-21506080;21527390-21527508;21529082-21529279;21529656-21529784		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A21529784-21505602
PSEN2	ENSG00000143801.18	ENSG00000143801.18:t:226891278-226891365	0.0005781155452770748;0.25769453075850796;-0.26577803186766347	5.897069391579396e-06;0.746391237826005;0.7837412510160487	0.005996709798554538;4.722792118739373e-05;3.544397613608474e-05	0.006;0.657;0.337	0.011;0.946;0.044	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;1	chr1	+	226889049-226891278;226890133-226891278;226890965-226891278	226888829-226889049;226890035-226890133;226890566-226890965;226891278-226891365		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A226891365-226888829
POLE2	ENSG00000100479.13	ENSG00000100479.13:s:49655005-49655094	0.3707636292236468;-0.3707635726558153	0.9152797577803988;0.9152797216238764	4.303760900641924e-05;4.303980810815844e-05	0.328;0.672	0.723;0.277	s|1e1.1o1|1e2.3o3	False	False	True	2	3	1;1	chr14	-	49654838-49655005;49654214-49655005	49654155-49654463;49654784-49654838;49655005-49655094		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A49655094-49654155
POLE2	ENSG00000100479.13	ENSG00000100479.13:t:49674123-49674216	-0.2072020609855972;0.20720209633410866	0.5497611150367716;0.5497613535331627	2.883468200876038e-05;2.8833093143770078e-05	0.565;0.435	0.345;0.655	t|1e1.1o2|1e2.1o1	False	False	True	2	3	1;1	chr14	-	49674216-49679725;49674216-49674350	49674123-49674216;49674350-49674427;49679474-49679800		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A49679800-49674123
NBPF15	ENSG00000266338.6	ENSG00000266338.6:t:144456537-144456809	-0.004518085100640192;0.44139032727576155;-0.40023418125762455	5.633217027145483e-05;0.9809154658980714;0.9499247046853334	0.0039468373226539955;2.026443303539821e-05;3.4939120734156504e-05	0.037;0.119;0.844	0.007;0.566;0.428	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;0	chr1	-	144456805-144461381;144456805-144459366;144456805-144458847	144456537-144456809;144458847-144459036;144459366-144459483;144461381-144461674		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A144461674-144456537
TRDMT1	ENSG00000107614.22	ENSG00000107614.22:s:17174551-17174660	-0.0009990062009756588;0.16217178179870895;0.04986283766774172;-0.2162139140951257;-0.007142702753354947;-4.35620524483148e-05;0.0012571852453559997;-4.35620524483148e-05	9.78373585558431e-06;0.32467445315026133;0.006014168843511982;0.5714557925765599;0.0001118418651641435;1.0305308784521663e-07;7.600328189698169e-07;1.0305308784521663e-07	0.0072657855291214934;9.915564498860671e-05;0.0007224935198146191;0.00010547797799786984;0.0036796269964154416;0.013158302482846218;0.011095454401441968;0.013158302482846218	0.027;0.050;0.027;0.837;0.050;0.003;0.003;0.003	0.021;0.249;0.113;0.571;0.021;0.002;0.021;0.002	s|1e1.1o1|1e2.1o3|1e2.3o3|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	False	True	True	8	8	1;1;0;1;1;1;1;1	chr10	-	17172024-17174551;17169539-17174551;17169376-17174551;17168917-17174551;17162237-17174551;17161548-17174551;17160374-17174551;17157784-17174551	17157441-17157784;17160305-17160374;17161483-17161548;17162166-17162237;17168841-17168917;17169310-17169539;17171556-17172024;17174551-17174660		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A17174660-17157441
AC034102.2	ENSG00000257411.2	ENSG00000257411.2:t:56106588-56106716	-0.0017681826590422037;-0.8560846069419519;0.8653028334578989	0.00010515003115223583;0.9999998370572701;0.9999999713571954	0.0014680843229039064;3.2262832905249894e-07;3.426523175445296e-08	0.018;0.965;0.018	0.001;0.107;0.891	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;0;0	chr12	+	56101361-56106588;56104796-56106588;56101362-56106587	nan-56104796;56101331-56101361;56106588-56106716	56101362-56106587	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A56106716-56101331
TPTEP1	ENSG00000100181.22	ENSG00000100181.22:s:16613736-16614178	0.3502638322789599;0.003136178447769836;0.0994702088274691;0.021182118869711927;-0.49767328851065334	0.9853935150079377;5.306716878973739e-21;0.011112541924499845;8.771390845323901e-21;0.9999999996865715	8.849019974410539e-11;0.4336700403383813;7.892591873157604e-05;0.13042560716736118;0.0	0.330;0.014;0.110;0.029;0.519	0.680;0.040;0.224;0.057;0.001	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1|i	False	False	True	5	5	0;1;0;0;0	chr22	+	16614178-16614562;16614178-16622841;16614178-16637040;16614178-16638579;16614179-16619614	16613736-16614178;16614562-nan;16622841-16622897;16637020-16637090;16638579-16638980	16614179-16619614	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A16638980-16613736
DAPK2	ENSG00000035664.11	ENSG00000035664.11:s:63911852-63911991	-0.0008660179828849895;0.20555785443709115;-0.1588290522558208	0.00503824554567373;0.5305419811344128;0.37002114053230906	0.0011518857234624758;8.05331753111671e-05;0.00021963837015170906	0.142;0.044;0.814	0.140;0.299;0.561	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	1;0;1	chr15	-	63911216-63911908;63908823-63911908;63908600-63911908	63907036-63908823;63910623-63911216;63911852-63911991		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A63911991-63907036
NME4	ENSG00000103202.13	ENSG00000103202.13:s:404956-405024	-0.21625635403981652;0.21625633830071067	0.5542235099896843;0.554223431430372	8.840363341033886e-06;8.839996243843742e-06	0.982;0.018	0.716;0.284	s|1e1.1o1|i	False	False	False	2	2	1;0	chr16	+	405024-406346;405025-406345	404956-405024;406346-406397	405025-406345	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A406397-404956
ELF2	ENSG00000109381.20	ENSG00000109381.20:s:139116649-139116807	-0.22557183809477183;-0.0014328343770030237;0.232073678119946	0.5705360997198521;8.126210940010667e-05;0.5881402349514722	0.00015446949313024927;0.004096626245427948;0.00015194448956746404	0.576;0.038;0.387	0.278;0.033;0.689	s|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	0;1;0	chr4	-	139116123-139116649;139102353-139116649;139073567-139116649	nan-139116123;139073454-139073719;139101591-139102353;139116649-139116807		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A139116807-139073454
UGGT2	ENSG00000102595.20	ENSG00000102595.20:t:95859591-95859895	-0.24007810367242688;0.20954394259287015;0.010768054139838288	0.6794379107180581;0.5428564372771714;0.0030164167483533954	4.680101881815446e-06;1.1212948731987357e-05;0.0005951036368386786	0.498;0.274;0.228	0.230;0.505;0.259	t|1e1.1o2|1e2.1o1|i	False	False	True	3	3	0;1;0	chr13	-	95859675-95863629;95859675-95860788;95859896-95860787	95859591-95859895;95860788-95860883;95863434-95863714	95859896-95860787	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A95863714-95859591
CEP85L	ENSG00000111860.14	ENSG00000111860.14:t:118632453-118632611	-0.3880590216562112;0.09400277901492456;-8.942142034283019e-05;0.15824419396817313;-8.942142034283019e-05	0.9309403611004483;0.1637766002633542;4.583741366386925e-07;0.36009771173146726;4.583741366386925e-07	4.044632042377039e-05;0.0003332544724222869;0.010075281220659482;0.0001819247746682696;0.010075281220659482	0.588;0.240;0.005;0.162;0.005	0.178;0.417;0.004;0.395;0.004	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	0;1;1;1;1	chr6	-	118632611-118710036;118632611-118652700;118632611-118652404;118632611-118651197;118632611-118646907	118632453-118632611;118646907-118646939;118651197-118651857;118652404-118652547;118652700-118652808;118710036-118710075		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A118710075-118632453
LAMTOR5-AS1	ENSG00000224699.9	ENSG00000224699.9:t:110412015-110412498	-0.00011529378682448238;-0.00011529378682448238;-0.28112421240934565;-0.00011529378682448238;0.29150576431466146;-0.00011529378682448238	5.82471165135046e-06;5.82471165135046e-06;0.7010539499732341;5.82471165135046e-06;0.7308385093510237;5.82471165135046e-06	0.0053453999865035184;0.0053453999865035184;0.000139489196133602;0.0053453999865035184;0.00012569977539131708;0.0053453999865035184	0.006;0.006;0.821;0.006;0.154;0.006	0.005;0.005;0.470;0.005;0.510;0.005	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	False	False	True	6	7	1;1;1;1;1;1	chr1	+	110383000-110412173;110407815-110412173;110407954-110412173;110408227-110412173;110409158-110412173;110411521-110412173	110382819-110383000;110407525-110407815;110407820-110407954;110408136-110408227;110408922-110409158;110411020-110411521;110412015-110412498		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A110412498-110382819
NUP210	ENSG00000132182.12	ENSG00000132182.12:s:13420060-13420322	0.22859013995556904;-0.22859010695860385	0.6183664000207016;0.6183663306815883	7.590970704037133e-05;7.591373732174223e-05	0.070;0.930	0.346;0.654	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0;1	chr3	-	13414112-13420060;13399861-13420060	nan-13414112;13399725-13399861;13420060-13420322		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A13420322-13399725
ATP5MD	ENSG00000173915.16	ENSG00000173915.16:t:103394199-103394394	0.2857980172399034;-0.0005206567009758714;-0.2816238294986429	0.7857234077306636;4.779753347899376e-05;0.7600428277342888	3.475439736874697e-06;0.0022309409665141056;7.405074625155272e-06	0.015;0.015;0.971	0.349;0.011;0.640	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr10	-	103394394-103396409;103394394-103395746;103394395-103395745	103394199-103394394;103395746-103396074;103396409-103396492	103394395-103395745	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A103396492-103394199
WAC-AS1	ENSG00000254635.6	ENSG00000254635.6:s:28525868-28526008	0.2769207649838419;-0.0006696996173527002;-0.26679577818973144	0.7146754945476957;5.130111656644651e-06;0.6877650742898669	1.656321478816792e-05;0.0034752643896336366;1.8122615317528457e-05	0.300;0.011;0.690	0.636;0.004;0.360	s|1e1.1o1|2e1.1o1|i	True	False	False	3	2	1;1;0	chr10	-	28524611-28525948;28524611-28525868;28524612-28525867	28522652-28524611;28525868-28526008	28524612-28525867	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A28526008-28522652
AC110079.1	ENSG00000260404.3	ENSG00000260404.3:t:118595912-118596049	-0.20080451928281318;-0.006677364286177279;0.22637235697929964	0.512558569488547;0.00012922466474022748;0.649807354395599	5.621312591719274e-05;0.002467050921025171;1.9586020606122208e-05	0.681;0.160;0.159	0.454;0.147;0.404	t|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	1;0;0	chr4	+	118591895-118595912;118592121-118595912;118594684-118595912	118591773-118592121;118594567-118594684;118595912-118596049		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A118596049-118591773
LINC02432	ENSG00000248810.2	ENSG00000248810.2:t:141316121-141316221	-0.5019749357414005;0.5019748751378322	0.99026121114908;0.9902610385379413	9.938939668607816e-06;9.938948413012755e-06	0.964;0.036	0.465;0.535	t|1e1.1o1|i	False	False	False	2	2	0;0	chr4	-	141316221-141316672;141316222-141319008	141316121-141316221;141316672-nan	141316222-141319008	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A141316682-141316121
LINC02432	ENSG00000248810.2	ENSG00000248810.2:s:141319009-141319900	0.006781249776772829;-0.492858097649172;-0.0313514472941558;0.5636895292176479	0.00813388340841278;0.9852556701517492;0.026279911825644375;0.9999250136273051	0.000454811594444382;1.5410629586876112e-06;0.000310730191570352;8.87724686411129e-07	0.188;0.570;0.231;0.011	0.205;0.080;0.141;0.573	s|1e1.1o1|1e2.2o2|1e3.1o1|i	False	False	True	4	4	0;0;1;0	chr4	-	141318910-141319776;141313765-141319776;141303631-141319776;141316222-141319008	nan-141318910;141302910-141303631;141313620-141313782;141319009-141319900	141316222-141319008	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A141319900-141302910
LINC02432	ENSG00000248810.2	ENSG00000248810.2:t:141313620-141313782	-0.043951891757301874;-0.37774344265335547;0.06829680302617852;0.3176302716400117	0.028458288278232425;0.9265733481431224;0.10546740226621065;0.9463903575429609	0.000260475277919503;2.2212788773900982e-06;0.00013546987704642077;3.316024918027138e-07	0.191;0.468;0.331;0.009	0.087;0.073;0.488;0.356	t|1e1.1o1|2e2.1o3|2e3.1o1|i	False	True	True	4	4	0;0;0;0	chr4	-	141313782-141316121;141313765-141319776;141313765-141316121;141313783-141316120	141313620-141313782;141316121-141316221;141319009-141319900	141313783-141316120	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A141319900-141313620
NUBPL	ENSG00000151413.17	ENSG00000151413.17:s:31673484-31673574	0.020382247337640585;-0.21222908614683533;0.15794350537585305	0.0015737609953962383;0.5527171941773198;0.2595547498017378	0.0015543358394942766;6.351359548739666e-05;7.950023870538862e-05	0.034;0.958;0.008	0.085;0.703;0.212	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;1	chr14	+	31673574-31703117;31673574-31787780;31673574-31826629	31673484-31673574;31703117-31703177;31787780-31787873;31826629-31826714		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A31826714-31673484
MATN1-AS1	ENSG00000186056.10	ENSG00000186056.10:s:30721288-30721723	0.29527001849886364;-0.29527003990608564	0.8856321532945906;0.8856321264633199	2.9150317603041305e-07;2.915171991579868e-07	0.661;0.339	0.988;0.012	s|1e1.2o2|i	False	False	False	2	2	1;0	chr1	+	30721722-30725735;30721724-30725719	30721288-30721723;30725720-30726051	30721724-30725719	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A30726051-30721288
FAAP100	ENSG00000185504.17	ENSG00000185504.17:t:81550248-81551203	0.0004124086250368241;-0.008181794312896912;0.4586340236299596;-0.39303840780958027	0.00011393170999677298;0.0010116125776526692;0.9052426120275413;0.8236661620464611	0.0029261693126731436;0.0019165257097971677;0.0001324137390511784;0.00016836499430994412	0.011;0.055;0.188;0.746	0.014;0.014;0.681;0.291	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	True	False	True	4	4	1;1;1;1	chr17	-	81551203-81553445;81551203-81553074;81551203-81551928;81551203-81551732	81550248-81551203;81551732-81552052;81553074-81553127;81553445-81553961		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A81553961-81550248
NLRP1	ENSG00000091592.16	ENSG00000091592.16:t:na-5585635	0.43562968056864204;-0.43562956749482507	0.9932455802666599;0.9932456321489286	9.145344539922262e-06;9.144958136531045e-06	0.019;0.981	0.468;0.532	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0;0	chr17	-	5585635-5619331;5585635-5586262	nan-5585635;5586262-5586368;5619331-5619424		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A5619424-5585625
MCM3AP	ENSG00000160294.11	ENSG00000160294.11:t:46246628-46246886	-0.005010815389421206;0.20499944168878817;-0.17601169014172946	1.757750907671421e-09;0.5374903101177207;0.29548877651775307	0.02517121390594157;4.796298037111235e-07;2.3511236191264828e-07	0.053;0.740;0.205	0.045;0.953;0.002	t|1e1.1o1|1e2.1o2|i	False	False	True	3	3	0;1;0	chr21	-	46246886-46254392;46246886-46251529;46246887-46251514	46246628-46246886;46251515-46251682;46254392-46254526	46246887-46251514	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A46254526-46246628
MAGI1	ENSG00000151276.23	ENSG00000151276.23:s:65379261-65379554	0.03130363319118588;-0.0017383668098209524;0.11250313699287914;-0.20133498734587568;0.01118640028616796	1.7810447097144186e-06;1.208642669606784e-07;0.08201821869359376;0.5090036417771326;1.0794188361876734e-06	0.0032834300734061713;0.006580216604744282;6.02980392034943e-05;7.115408097502218e-06;0.004280954311193286	0.001;0.065;0.111;0.777;0.046	0.071;0.063;0.250;0.548;0.068	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|i	False	True	True	5	3	1;1;0;1;0	chr3	-	65375948-65379261;65375945-65379261;65375912-65379261;65364946-65379261;65375949-65379260	65364853-65364946;65375745-65375948;65379261-65379554	65375949-65379260	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A65379554-65364853
MAGI1	ENSG00000151276.23	ENSG00000151276.23:t:65364853-65364946	0.0010582009908503063;-0.21470449544352452;0.20356085674976848	5.242111898753971e-21;0.5829931794340877;0.5195261940853432	0.38883269867195064;1.740655951565362e-05;2.6480866122878012e-05	0.022;0.504;0.473	0.033;0.282;0.684	t|1e1.1o1|1e2.2o2|1e3.2o2	False	False	True	3	4	0;1;1	chr3	-	65364946-65381877;65364946-65379261;65364946-65375745	65364853-65364946;65375745-65375948;65379261-65379554;65381877-65382069		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A65382069-65364853
DDX11	ENSG00000013573.17	ENSG00000013573.17:s:31083967-31084061	-0.012041828346044909;-0.21975031457420507;-1.5502000603497895e-06;-1.6666772859351965e-06;0.24392595516754112	1.8397269498564504e-06;0.6025350554748241;4.712017335954498e-21;4.7119940922382876e-21;0.7213916162174698	0.004497003589995496;6.186821465470338e-06;0.2191168175741418;0.21117684214880028;3.8439277002920475e-06	0.067;0.778;0.002;0.002;0.156	0.047;0.535;0.005;0.001;0.416	s|1e1.1o1|1e2.1o1|1e3.1o2|1e4.3o3|i	False	False	True	5	5	0;1;1;1;0	chr12	+	31084061-31084181;31084061-31084583;31084061-31084969;31084061-31087938;31084062-31084180	31083967-31084061;31084181-31084396;31084583-31084669;31084969-31085126;31087576-31087983	31084062-31084180	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A31087983-31083967
